"domainID","siteID","namedLocation","collectDate","algSampleID","perBottleSampleVolume","algalParameter","algalParameterValue","algalParameterUnit","acceptedTaxonID","eventID","date","year","habitatType","algalSampleType","samplerType","fieldSampleVolume","labSampleVolume","preservativeVolume","benthicArea","substratumSizeClass","algalCountPerMl"
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",226720.6,"cellsPerBottle","NEONDREX37062","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",3778.67666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",33.7,"cellsPerBottle","NEONDREX48347","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.561666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",6.7,"cellsPerBottle","NEONDREX48025","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.111666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",4048.6,"cellsPerBottle","NEONDREX45001","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",613,"cellsPerBottle","NEONDREX1010","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",10.2166666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",56680.2,"cellsPerBottle","BATRACHOSPFSP","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",944.67
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",1113.4,"cellsPerBottle","NEONDREX189004","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",18.5566666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",52631.6,"cellsPerBottle","NEONDREX204004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",877.193333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",8097.2,"cellsPerBottle","NEONDREX110004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",134.953333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",4048.6,"cellsPerBottle","NEONDREX204002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",94.3,"cellsPerBottle","NEONDREX34030","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.57166666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",67.5,"cellsPerBottle","NEONDREX37010","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.125
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",283400.8,"cellsPerBottle","NEONDREX852004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",4723.34666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",4048.6,"cellsPerBottle","NEONDREX48008","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",12145.7,"cellsPerBottle","NEONDREX110005","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",202.428333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",4048.6,"cellsPerBottle","NEONDREX189006","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",33.7,"cellsPerBottle","NEONDREX48416","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.561666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",27.4,"cellsPerBottle","NEONDREX186005","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.456666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",8097.2,"cellsPerBottle","NEONDREX1059","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",134.953333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",137651.8,"cellsPerBottle","NEONDREX1027","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",2294.19666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",337.4,"cellsPerBottle","NEONDREX55004","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",5.62333333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",107.8,"cellsPerBottle","NEONDREX37473","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.79666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",27,"cellsPerBottle","NEONDREX62008","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.45
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",27,"cellsPerBottle","NEONDREX110005","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.45
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",12145.7,"cellsPerBottle","NEONDREX39001","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",202.428333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",27.4,"cellsPerBottle","NEONDREX110005","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.456666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",835.3,"cellsPerBottle","NEONDREX37062","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",13.9216666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",20.2,"cellsPerBottle","NEONDREX204004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.336666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",27,"cellsPerBottle","NEONDREX37168","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.45
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",4048.6,"cellsPerBottle","NEONDREX37473","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",54.7,"cellsPerBottle","NEONDREX37168","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.911666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",33.7,"cellsPerBottle","NEONDREX64010","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.561666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",24291.5,"cellsPerBottle","NEONDREX48347","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",404.858333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",16194.3,"cellsPerBottle","NEONDREX37168","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",269.905
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",54.7,"cellsPerBottle","NEONDREX27002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.911666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",108,"cellsPerBottle","NEONDREX55004","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.8
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",76923.1,"cellsPerBottle","NEONDREX187002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1282.05166666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",93117.4,"cellsPerBottle","NEONDREX189004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1551.95666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",40.5,"cellsPerBottle","NEONDREX48008","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.675
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",4048.6,"cellsPerBottle","NEONDREX48029","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",67.4766666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",36437.2,"cellsPerBottle","NEONDREX46401","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",607.286666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",67.5,"cellsPerBottle","NEONDREX39001","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.125
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",20.2,"cellsPerBottle","NEONDREX204002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.336666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",27.4,"cellsPerBottle","NEONDREX46401","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.456666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",492.4,"cellsPerBottle","NEONDREX37062","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",8.20666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",234817.8,"cellsPerBottle","NEONDREX1010","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",3913.63
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",877.2,"cellsPerBottle","NEONDREX37473","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",14.62
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",13.5,"cellsPerBottle","NEONDREX48347","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.225
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",3711.2,"cellsPerBottle","NEONDREX37062","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",61.8533333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",26.9,"cellsPerBottle","NEONDREX110005","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.448333333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",472.3,"cellsPerBottle","NEONDREX1010","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",7.87166666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",47.2,"cellsPerBottle","NEONDREX48008","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.786666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",136.8,"cellsPerBottle","NEONDREX204002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",2.28
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",105263.2,"cellsPerBottle","NEONDREX37062","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1754.38666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",72874.5,"cellsPerBottle","NEONDREX37473","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1214.575
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",56680.2,"cellsPerBottle","NEONDREX204004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",944.67
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",101.2,"cellsPerBottle","NEONDREX34030","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",1.68666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",168.7,"cellsPerBottle","NEONDREX48008","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",2.81166666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",141700.4,"cellsPerBottle","NEONDREX55002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",2361.67333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",720.8,"cellsPerBottle","NEONDREX187002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",12.0133333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",13.5,"cellsPerBottle","NEONDREX55004","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.225
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",8097.2,"cellsPerBottle","NEONDREX27002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",134.953333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",40.5,"cellsPerBottle","NEONDREX34098","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.675
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",13.5,"cellsPerBottle","NEONDREX16003","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.225
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",371.1,"cellsPerBottle","NEONDREX46401","CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,125,58.8,1.2,0.002406,"cobble",6.185
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",27.4,"cellsPerBottle","NEONDREX45001","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.456666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",20.2,"cellsPerBottle","NEONDREX46401","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.336666666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",153846.2,"cellsPerBottle","NEONDREX187002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",2564.10333333333
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",32388.7,"cellsPerBottle","NEONDREX55002","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",539.811666666667
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",20.2,"cellsPerBottle","NEONDREX34098","CARI.20160712",2016-07-12,2016,"run","epilithon",NA,125,58.8,1.2,0.002406,"cobble",0.336666666666667
