"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2"
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,241,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,2591.39784946237,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,36,"HEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,NA,"Heptageniidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,387.096774193548,"count per square meter",NA,3,"scr",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"LEUSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae","Leuctrinae",NA,"Leuctra","Leuctra sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter","Leuctra",0,"sh","cg"
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,24,"CHISP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Philopotamidae","Chimarrinae",NA,"Chimarra","Chimarra sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,258.064516129032,"count per square meter","Chimarra_obscura",4,"cf",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter","Optioservus",4,"scr","cg"
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter","Optioservus",4,"scr","cg"
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter","Optioservus_trivittatus",4,"scr","cg"
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,36,"PERSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Perlidae",NA,NA,NA,"Perlidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,387.096774193548,"count per square meter","unknown_perlid",3,"prd",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,36,"PLESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera",NA,NA,NA,NA,"Plecoptera sp.","order","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,387.096774193548,"count per square meter",NA,2,NA,NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"GOMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Gomphidae",NA,NA,NA,"Gomphidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,4,"prd",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,40,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,430.10752688172,"count per square meter","unknown_glossosomatid",0,"scr",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"BAEFLA","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis flavistriga","species","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,4,"cg",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"BAESP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,NA,"Baetidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,6,"cg",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,120,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,1290.32258064516,"count per square meter",NA,4,"cg",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,36,"BAEFLA","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis flavistriga","species","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,387.096774193548,"count per square meter",NA,4,"cg",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,133,"HEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,NA,"Heptageniidae sp.","family","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,1430.10752688172,"count per square meter",NA,3,"scr",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,72,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,774.193548387097,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"PSEHER","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Psephenidae","Psepheninae",NA,"Psephenus","Psephenus herricki","species","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,4,"scr",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,108,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,1161.29032258065,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"NEOCON2","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","Corydalidae","Chauliodinae",NA,"Neohermes","Neohermes concolor","species","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,NA,NA,NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,12,"NEOCON2","Arthropoda","Hexapoda","Insecta","Pterygota","Megaloptera","Corydalidae","Chauliodinae",NA,"Neohermes","Neohermes concolor","species","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,NA,NA,NA
"POSE.20140722.SURBER.1","D02","POSE",2014-07-22 13:10:00,84,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20140722",2014-07-22,2014,"riffle","surber",0.093,903.225806451613,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EPHSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,NA,"Ephemerellidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,13,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,139.784946236559,"count per square meter",NA,4,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EPHGUT","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemeridae",NA,NA,"Ephemera","Ephemera guttulata","species","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"PROSP27","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Sphaeromiini","Probezzia","Probezzia sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,13,"EPHSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera",NA,NA,NA,NA,"Ephemeroptera sp.","order","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,139.784946236559,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EPHGUT","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemeridae",NA,NA,"Ephemera","Ephemera guttulata","species","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,0,"sh",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"PLESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera",NA,NA,NA,NA,"Plecoptera sp.","order","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"DIXSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Dixidae",NA,NA,"Dixa","Dixa sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,2,"cf","cg"
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,27,"HYDSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae",NA,NA,NA,"Hydropsychidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,290.322580645161,"count per square meter",NA,5,"cf",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"LEUSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Leuctridae",NA,NA,NA,"Leuctridae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,0,"sh",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"GIRSP","Platyhelminthes",NA,"Rhabditophora",NA,"Seriata","Dugesiidae",NA,NA,"Girardia","Girardia sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,27,"ELMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae",NA,NA,NA,"Elmidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,290.322580645161,"count per square meter",NA,5,"scr","cg"
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"CHESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydropsychidae","Hydropsychinae",NA,"Cheumatopsyche","Cheumatopsyche sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Cheumatopsyche",5,"cf",NA
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,1,"ENTSP2","Arthropoda","Hexapoda","Collembola",NA,"Collembola","Entomobryidae",NA,NA,NA,"Entomobryidae sp.","family","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,11.6279069767442,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"LEBSP1","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Lebertiidae",NA,NA,"Lebertia","Lebertia sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Lebertia",8,"prd",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,35,"PLESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera",NA,NA,NA,NA,"Plecoptera sp.","order","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,376.344086021505,"count per square meter",NA,2,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"PISSP2","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,NA,"Pisidiidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,6,"cf",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"DIXSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Dixidae",NA,NA,"Dixa","Dixa sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,2,"cf","cg"
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,2,"MACPSO","Arthropoda",NA,"Entognatha",NA,"Collembola","Mackenziellidae",NA,NA,"Mackenziella","Mackenziella psocoides","species","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,23.2558139534884,"count per square meter",NA,NA,NA,NA
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,34.8837209302326,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,34.8837209302326,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,34.8837209302326,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,43,"PLESP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera",NA,NA,NA,NA,"Plecoptera sp.","order","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,462.365591397849,"count per square meter",NA,2,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"SPESP4","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Sperchontidae",NA,NA,"Sperchon","Sperchon sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Sperchon",8,"prd",NA
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,1,"ENTSP2","Arthropoda","Hexapoda","Collembola",NA,"Collembola","Entomobryidae",NA,NA,NA,"Entomobryidae sp.","family","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,11.6279069767442,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,4,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"NEOSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Uenoidae","Thremmatinae",NA,"Neophylax","Neophylax sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Neophylax",3,"scr",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,8,"ELMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae",NA,NA,NA,"Elmidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,5,"scr","cg"
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"EURSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Eurylophella","Eurylophella sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter","Eurylophella",2,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"HEPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,NA,"Heptageniidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,3,"scr",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,4,"cg",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"ANISP1","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata",NA,NA,NA,NA,"Anisoptera sp.","suborder","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter",NA,6,"prd",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"STEFEM","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Stenonema","Stenonema femoratum","species","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter","Stenonema_femoratum",7,"scr","cg"
"POSE.20141028.HESS.2","D02","POSE",2014-10-28 15:20:00,1,"ENTSP2","Arthropoda","Hexapoda","Collembola",NA,"Collembola","Entomobryidae",NA,NA,NA,"Entomobryidae sp.","family","POSE.20141028",2014-10-28,2014,"pool","hess",0.086,11.6279069767442,"count per square meter",NA,NA,NA,NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,3,"OPTOVA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus ovalis","species","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,4,"scr",NA
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter","Optioservus",4,"scr","cg"
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter","Optioservus",4,"scr","cg"
"POSE.20141028.SURBER.5","D02","POSE",2014-10-28 15:20:00,5,"OPTSP","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Optioservus","Optioservus sp.","genus","POSE.20141028",2014-10-28,2014,"riffle","surber",0.093,53.7634408602151,"count per square meter","Optioservus_trivittatus",4,"scr","cg"
