"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.turb","median.turb","mean.wTemp","median.wTemp"
"COMO.20180605.SURBER.5","D13","COMO",2018-06-05 16:06:00,4,"CHESP17","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae","Hemerodromiinae","Hemerodromiini","Chelifera/Metachela","Chelifera/Metachela sp.","speciesGroup","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"prd",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.2","D13","COMO",2018-06-05 16:06:00,1,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,4,"count per square meter",NA,7,"cf",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,7,"PARSP25","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Parakiefferiella","Parakiefferiella sp.","genus","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,28,"count per square meter","midges",4,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,14,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,56,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,14,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,56,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,14,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,56,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.1","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",8,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.1","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.1","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",8,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,2,"NAISP","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae",NA,NA,NA,"Naididae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,8,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"LIMSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Limnephilidae",NA,NA,NA,"Limnephilidae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,4,"sh","cg",8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,5,"SPESP4","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Sperchontidae",NA,NA,"Sperchon","Sperchon sp.","genus","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,20,"count per square meter","Sperchon",8,"prd",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,12,"NEMSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae",NA,NA,NA,"Nemouridae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,129.032258064516,"count per square meter",NA,2,"sh",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,5,"POLSP13","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Polypedilum","Polypedilum sp.","genus","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,20,"count per square meter","midges",6,"sh","om",8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.5","D13","COMO",2018-06-05 16:06:00,4,"KRESP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Krenosmittia","Krenosmittia sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,1,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"TIPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Tipulidae",NA,NA,NA,"Tipulidae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,4,NA,NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,26,"TVEBAV","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Tvetenia","Tvetenia bavarica gr.","speciesGroup","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,279.569892473118,"count per square meter",NA,4,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.5","D13","COMO",2018-06-05 16:06:00,3,"BAEBIC","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Baetis","Baetis bicaudatus","species","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,4,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,9,"BILALG","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Tanypodinae","Pentaneurini","Bilyjomyia","Bilyjomyia algens","species","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,36,"count per square meter",NA,NA,NA,NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"LIMSP21","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Tipulidae","Limoniinae","Eriopterini","Limnophila","Limnophila sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,3,"prd",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.1","D13","COMO",2018-06-05 16:06:00,32,"PISSP2","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,NA,"Pisidiidae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,128,"count per square meter",NA,6,"cf",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.4","D13","COMO",2018-06-05 16:06:00,21,"CINSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Heptageniidae",NA,NA,"Cinygmula","Cinygmula sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,225.806451612903,"count per square meter","Cinygmula",2,"scr","cg",8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.3","D13","COMO",2018-06-05 16:06:00,5,"CHLSP","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Chloroperlidae",NA,NA,NA,"Chloroperlidae sp.","family","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,20,"count per square meter",NA,0,"prd",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.4","D13","COMO",2018-06-05 16:06:00,1,"LIMSP21","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Tipulidae","Limoniinae","Eriopterini","Limnophila","Limnophila sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,3,"prd",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"PROSP21","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Prosimuliini","Prosimulium","Prosimulium sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","Prosimulium",2,"cf","scr",8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.KICKNET.2","D13","COMO",2018-06-05 16:06:00,12,"PISSP4","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,"Pisidium","Pisidium sp.","genus","COMO.20180605",2018-06-05,2018,"run","modifiedKicknet",0.25,48,"count per square meter",NA,6,"cf",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,3,"NEMSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Plecoptera","Nemouridae",NA,NA,NA,"Nemouridae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter",NA,2,"sh",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,3,"DRUSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella","Drunella sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter","Drunella",0,"scr",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,3,"DRUSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella","Drunella sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter","Drunella",0,"scr",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,3,"DRUSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella","Drunella sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter","Drunella",0,"scr",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,3,"DRUSP","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella","Drunella sp.","genus","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,32.258064516129,"count per square meter","Drunella",0,"scr",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.1","D13","COMO",2018-06-05 16:06:00,278,"NEMSP","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,"Nematoda sp.","phylum","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,2989.24731182796,"count per square meter",NA,5,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
"COMO.20180605.SURBER.2","D13","COMO",2018-06-05 16:06:00,2,"ENCSP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Enchytraeida","Enchytraeidae",NA,NA,NA,"Enchytraeidae sp.","family","COMO.20180605",2018-06-05,2018,"riffle","surber",0.093,21.505376344086,"count per square meter","segmented_worms",10,"cg",NA,8.59935828877005,8.54,72.0856417112299,72.05,6.03724598930481,6.04,7.65318181818182,7.31,7.61005333333333,7.851
