"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mon.precip"
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,5,"DERDIG","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Dero","Dero digitata","species","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,16.3934426229508,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,3,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,2,"HYASP2","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Hyalellidae",NA,NA,"Hyalella","Hyalella sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,8,"cg",NA,0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,1,"PLASP2","Mollusca",NA,"Gastropoda",NA,"Basommatophora","Planorbidae",NA,NA,NA,"Planorbidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"scr",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",9,"prd","cg",0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,3,"COESP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,NA,"Coenagrionidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,8,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"ARRSP2","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Arrenuridae",NA,NA,"Arrenurus","Arrenurus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,5,"prd",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PARSP30","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Parachironomus","Parachironomus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",10,"prd","cg",0
"BARC.20160711.SWEEP.7","D03","BARC",2016-07-11 16:40:00,1,"DERDIG","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Dero","Dero digitata","species","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,6,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"AESSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Aeshnidae",NA,NA,NA,"Aeshnidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,5,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"NEUSP4","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Unionicolidae",NA,NA,"Neumania","Neumania sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","Neumania",5,"prd",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"ISOSP2","Arthropoda","Hexapoda","Collembola",NA,"Collembola","Isotomidae",NA,NA,NA,"Isotomidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,NA,NA,NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"ORTSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Orthotrichiini","Orthotrichia","Orthotrichia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"scr","ph",0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,2,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.7","D03","BARC",2016-07-11 16:40:00,1,"HYDSP46","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hydrodromidae",NA,NA,"Hydrodroma","Hydrodroma sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,5,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.7","D03","BARC",2016-07-11 16:40:00,1,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"GLYSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Glyptotendipes","Glyptotendipes sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,10,"sh",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","segmented_worms",8,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","segmented_worms",8,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PRISP1","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Pristininae",NA,"Pristina","Pristina sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","segmented_worms",8,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,2,"HYASP2","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Hyalellidae",NA,NA,"Hyalella","Hyalella sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,8,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,1,"HYDSP46","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hydrodromidae",NA,NA,"Hydrodroma","Hydrodroma sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,5,"prd",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"DERDIG","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Dero","Dero digitata","species","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"CHISP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Chironomus","Chironomus sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,7,"DERDIG","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Dero","Dero digitata","species","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,304.347826086957,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"PARSP30","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Parachironomus","Parachironomus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",10,"prd","cg",0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,2,"PSESP18","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Pseudochironomini","Pseudochironomus","Pseudochironomus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter","midges",5,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,11,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,36.0655737704918,"count per square meter",NA,6,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"BRADAD","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Bratislavia","Bratislavia dadayi","species","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,8,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,3,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,1,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,2,"CRISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Cricotopus","Cricotopus sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,7,"sh",NA,0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,1,"BEZSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ceratopogonidae","Ceratopogoninae","Palpomyiini","Bezzia/Palpomyia","Bezzia/Palpomyia sp.","speciesGroup","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","Bezzia",6,"prd",NA,0
"BARC.20160711.SWEEP.5","D03","BARC",2016-07-11 16:40:00,2,"ORTSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Orthotrichiini","Orthotrichia","Orthotrichia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,6,"scr","ph",0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,4,"HYASP2","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Amphipoda","Hyalellidae",NA,NA,"Hyalella","Hyalella sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,13.1147540983607,"count per square meter",NA,8,"cg",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,2,"ORTSP2","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydroptilidae","Hydroptilinae","Orthotrichiini","Orthotrichia","Orthotrichia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,6,"scr","ph",0
"BARC.20160711.SWEEP.7","D03","BARC",2016-07-11 16:40:00,2,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter",NA,NA,"prd",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,2,"DERDIG","Annelida","Clitellata","Oligochaeta","Oligochaeta","Tubificida","Naididae","Naidinae",NA,"Dero","Dero digitata","species","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter",NA,10,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,1,"OECSP","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Leptoceridae","Leptocerinae","Oecetini","Oecetis","Oecetis sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter","Oecetis",5,"prd","sh",0
"BARC.20160711.SWEEP.7","D03","BARC",2016-07-11 16:40:00,1,"ORISP1","Arthropoda","Chelicerata","Arachnida","Acari","Sarcoptiformes",NA,NA,NA,NA,"Oribatida sp.","suborder","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.SWEEP.3","D03","BARC",2016-07-11 16:40:00,2,"CHISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini",NA,"Chironomini sp.","tribe","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,6.55737704918033,"count per square meter","midges",6,"cg",NA,0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,1,"ABLSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Ablabesmyia","Ablabesmyia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter","midges",8,"prd","cg",0
"BARC.20160711.SWEEP.1","D03","BARC",2016-07-11 16:40:00,3,"LABSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Labrundinia","Labrundinia sp.","genus","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,9.83606557377049,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.PONAR.2","D03","BARC",2016-07-11 16:40:00,2,"CHISP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini",NA,"Chironomini sp.","tribe","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter","midges",6,"cg",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,1,"CAESP5","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Caenidae","Caeninae",NA,"Caenis","Caenis sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,6,"cg",NA,0
"BARC.20160711.PONAR.1","D03","BARC",2016-07-11 16:40:00,10,"CLASP5","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Cladopelma","Cladopelma sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,434.782608695652,"count per square meter",NA,9,"cg",NA,0
"BARC.20160711.SWEEP.9","D03","BARC",2016-07-11 16:40:00,1,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","BARC.20160711",2016-07-11,2016,"littoral","benthicSweep",0.305,3.27868852459016,"count per square meter",NA,NA,"prd",NA,0
"BARC.20160711.PONAR.3","D03","BARC",2016-07-11 16:40:00,1,"THIGRO","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Thienemannimyia","Thienemannimyia gr.","speciesGroup","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,43.4782608695652,"count per square meter",NA,6,"prd",NA,0
"BARC.20160711.PONAR.2","D03","BARC",2016-07-11 16:40:00,2,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","BARC.20160711",2016-07-11,2016,"pelagic","petitePonar",0.023,86.9565217391304,"count per square meter","midges",9,"prd","cg",0
