"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2","mean.SpCond","median.SpCond","mean.DO","median.DO","mean.DOsat","median.DOsat","mean.pH","median.pH","mean.chl","median.chl","mean.turb","median.turb","mean.fDOM","median.fDOM","mean.wTemp","median.wTemp"
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,21,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,225.806451612903,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,2,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.2","D04","CUPE",2015-05-08 12:30:00,2,"PETSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Lepidoptera","Crambidae","Nymphulinae","Argyractini","Petrophila","Petrophila sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,21.505376344086,"count per square meter","Petrophila",5,"scr","sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,61,"NEOGRA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Neoelmis","Neoelmis gracilis","species","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,655.913978494624,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.5","D04","CUPE",2015-05-08 12:30:00,26,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,279.569892473118,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,16,"LARSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Pentaneurini","Larsia","Larsia sp.","genus","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,172.043010752688,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.1","D04","CUPE",2015-05-08 12:30:00,10,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,107.52688172043,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,1,"PETSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Lepidoptera","Crambidae","Nymphulinae","Argyractini","Petrophila","Petrophila sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter","Petrophila",5,"scr","sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,10,"ATOTRI","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydrobiosidae","Hydrobiosinae","Hydrobiosini","Atopsyche","Atopsyche trifida","species","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,107.52688172043,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.1","D04","CUPE",2015-05-08 12:30:00,10,"THISP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Orthocladiinae",NA,"Thienemanniella","Thienemanniella sp.","genus","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,107.52688172043,"count per square meter","midges",5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.2","D04","CUPE",2015-05-08 12:30:00,22,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,236.559139784946,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,1,"EMPSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae",NA,NA,NA,"Empididae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,3,"SIMSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae","Simuliinae","Simuliini","Simulium","Simulium sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,32.258064516129,"count per square meter","Simulium",5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,20,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,215.05376344086,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,43,"ORTGR","Arthropoda","Hexapoda","Insecta",NA,"Diptera","Chironomidae","Orthocladiinae",NA,NA,"Orthocladius/Cricotopus gr.","speciesGroup","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,462.365591397849,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,1,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,7,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,16,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,172.043010752688,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.5","D04","CUPE",2015-05-08 12:30:00,10,"TURSP","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,"Turbellaria sp.","class","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,107.52688172043,"count per square meter",NA,6,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.5","D04","CUPE",2015-05-08 12:30:00,13,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,139.784946236559,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,2,"LIBSP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Libellulidae",NA,NA,NA,"Libellulidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.3","D04","CUPE",2015-05-08 12:30:00,16,"POLSP5","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Polycentropodidae",NA,NA,NA,"Polycentropodidae sp.","family","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,172.043010752688,"count per square meter","unknown_polycentropodid",6,"prd","cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,NA,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,NA,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.2","D04","CUPE",2015-05-08 12:30:00,1,"HYGSP","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hygrobatidae",NA,NA,NA,"Hygrobatidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,8,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.1","D04","CUPE",2015-05-08 12:30:00,10,"TANSP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsini sp.","tribe","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,107.52688172043,"count per square meter",NA,6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.2","D04","CUPE",2015-05-08 12:30:00,7,"HEXSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Elminae","Elmini","Hexacylloepus","Hexacylloepus sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,75.2688172043011,"count per square meter",NA,5,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.5","D04","CUPE",2015-05-08 12:30:00,4,"HEMSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae","Hemerodromiinae","Hemerodromiini","Hemerodromia","Hemerodromia sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,65,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,698.924731182796,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.1","D04","CUPE",2015-05-08 12:30:00,20,"GLOSP1","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Glossosomatidae",NA,NA,NA,"Glossosomatidae sp.","family","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,215.05376344086,"count per square meter","unknown_glossosomatid",0,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,1,"PETSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Lepidoptera","Crambidae","Nymphulinae","Argyractini","Petrophila","Petrophila sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter","Petrophila",5,"scr","sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,4,"TURSP","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,"Turbellaria sp.","class","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,NA,"SIMSP","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Simuliidae",NA,NA,NA,"Simuliidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,NA,"count per square meter",NA,5,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,2,"HELSP7","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Helicopsychidae",NA,NA,"Helicopsyche","Helicopsyche sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,21.505376344086,"count per square meter",NA,3,"scr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,6,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,64.5161290322581,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.1","D04","CUPE",2015-05-08 12:30:00,8,"LEPSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Leptophlebiidae",NA,NA,NA,"Leptophlebiidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,86.0215053763441,"count per square meter",NA,4,"cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.5","D04","CUPE",2015-05-08 12:30:00,9,"PETSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Lepidoptera","Crambidae","Nymphulinae","Argyractini","Petrophila","Petrophila sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,96.7741935483871,"count per square meter","Petrophila",5,"scr","sh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,1,"ATOTRI","Arthropoda","Hexapoda","Insecta","Pterygota","Trichoptera","Hydrobiosidae","Hydrobiosinae","Hydrobiosini","Atopsyche","Atopsyche trifida","species","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,10.752688172043,"count per square meter",NA,NA,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,9,"HYGSP","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Hygrobatidae",NA,NA,NA,"Hygrobatidae sp.","family","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,96.7741935483871,"count per square meter",NA,8,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.4","D04","CUPE",2015-05-08 12:30:00,43,"RHESP2","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Rheotanytarsus","Rheotanytarsus sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,462.365591397849,"count per square meter","midges",6,"cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RUNS.2","D04","CUPE",2015-05-08 12:30:00,41,"PHACLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Elmidae","Larainae",NA,"Phanocerus","Phanocerus clavicornis","species","CUPE.20150508",2015-05-08,2015,"run","surber",0.093,440.860215053763,"count per square meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPE.20150508.RIFFLES.3","D04","CUPE",2015-05-08 12:30:00,4,"HEMSP4","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Empididae","Hemerodromiinae","Hemerodromiini","Hemerodromia","Hemerodromia sp.","genus","CUPE.20150508",2015-05-08,2015,"riffle","surber",0.093,43.010752688172,"count per square meter",NA,6,"prd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
