"domainID","siteID","namedLocation","collectDate","algSampleID","perBottleSampleVolume","algalParameter","algalParameterValue","eventID","date","year","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","alg_dens","alg_dens_unit","mean.parws","median.parws"
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"biovolume density",12807.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",5323233.58270989,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"biovolume density",56738,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",23581878.6367415,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"number of valves",45,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",18703.2418952618,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"biovolume density",3515.5,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",1461138.81961762,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"biovolume density",2473642.3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1028114006.65004,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"number of valves",8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",3325.02078137988,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"biovolume density",2899729.9,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1205207772.23608,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"biovolume density",1904,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",791354.945968412,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"biovolume density",3164948.8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1315440066.50042,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"biovolume density",1660458.8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",690132502.078138,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"cell density",16194.3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",6730798.00498753,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"biovolume density",105001.2,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",43641396.5087282,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"number of valves",46,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",19118.8694929343,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"biovolume density",1273402.5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",529261221.945137,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",2132.3,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",886242.726517041,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"number of valves",3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"number of valves",35,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",14546.965918537,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"number of valves",27,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",11221.9451371571,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",16194.3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",6730798.00498753,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",12145.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",5048088.11305071,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",12145.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",5048088.11305071,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"biovolume density",246919.6,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",102626600.166251,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",6.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2784.70490440565,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"biovolume density",1443815.8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",600089692.435578,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",27,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",11221.9451371571,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"number of valves",2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"number of valves",4,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1662.51039068994,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",458.8,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",190689.941812136,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",35,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",14546.965918537,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"biovolume density",3350233.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1392449584.3724,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",6.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2784.70490440565,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",1619.4,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",673067.331670823,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"number of valves",11,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",4571.90357439734,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",246.2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",102327.514546966,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",186234.8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",77404322.5270158,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",27.4,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",11388.1961762261,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"biovolume density",2214974,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",920604322.527016,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",458.8,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",190689.941812136,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"biovolume density",130852.6,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",54385951.7871987,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"number of valves",5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2078.13798836243,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",27,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",11221.9451371571,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"biovolume density",9849.4,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",4093682.46051538,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"biovolume density",52702330.3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",21904542934.3308,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",242.9,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",100955.943474647,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"biovolume density",3214.8,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",1336159.60099751,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"biovolume density",26125824.5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",10858613674.148,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1246.88279301746,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",2361.7,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",981587.697423109,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",121.5,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",50498.753117207,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"biovolume density",1604.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",666957.605985037,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"number of valves",13,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",5403.15876974231,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"number of valves",5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2078.13798836243,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",89068.8,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",37019451.3715711,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",60728.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",25240523.6907731,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"biovolume density",22695.2,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",9432751.45469659,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",4,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1662.51039068994,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",300.9,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",125062.344139651,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"number of valves",15,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",6234.41396508728,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"biovolume density",2954808.3,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1228099875.31172,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"number of valves",1,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",415.627597672485,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"biovolume density",477919.4,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",198636492.103076,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"number of valves",2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"cell density",656.5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",272859.517871987,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"biovolume density",7042008.6,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2926853117.20698,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"biovolume density",6472.5,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2690149.62593516,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.1",60,"biovolume density",46517,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",19333748.960931,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"cell density",620.8,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",258021.612635079,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",80971.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",33654073.1504572,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",2294.2,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",953532.834580216,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.4",60,"cell density",226720.6,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",94231338.3208645,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.7",60,"cell density",33.7,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",14006.6500415628,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"biovolume density",140332.9,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",58326226.1014131,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",6.7,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",2784.70490440565,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.6",60,"biovolume density",6959,"CARI.20160712",2016-07-12,2016,"riffle","epilithon",NA,0.002406,"cobble",2892352.45220283,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",4048.6,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",1682709.89193682,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.2",60,"number of valves",2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",831.255195344971,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.3",60,"cell density",613,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",254779.717373234,"count or biovolume per square meter",NA,NA
"D19","CARI","CARI.AOS.reach",2016-07-12 20:37:00,"CARI.20160712.EPILITHON.5",60,"cell density",56680.2,"CARI.20160712",2016-07-12,2016,"run","epilithon",NA,0.002406,"cobble",23557855.361596,"count or biovolume per square meter",NA,NA
