"date","year","season","sampleTime","location","habitat","sampleID","labelColor","microhabitat","acceptedTaxonID","taxonRank","scientificName","phylum","subphylum","class","order","family","subfamily","tribe","genus","species","organism_aggr","notes","number","tolerance","FFG","FFG2","Habit","Habit2","num_quads","depth","per_sediment","per_rock","per_organic","sky","startTime","endTime","lat","long","alt","pH","wTemp","DO","turb","cond","benthicArea","inv.dens","mon.precip","mon.ADD","mean.discharge","median.discharge","mean.gh","median.gh"
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSR","CERMOR","species","Ceratopsyche morosa","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche","morosa","Hydropsyche","dark spots",2,6,"cf","om","clg",NA,2,22.5,9.5,89.5,1,"cloudy/rainy",09:40:00,10:19:00,42.31493,-72.641015,45.5,7.46,16.9,10.1,6.95,128.05,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","CERSP11","species","Ceratopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche",NA,"Hydropsyche","pupa",1,6,"cf","om","clg",NA,2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CERSP11","species","Ceratopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche",NA,"Hydropsyche","pupa",3,6,"cf","om","clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,6,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSR","CERSP11","species","Ceratopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche",NA,"Hydropsyche","pupa",1,6,"cf","om","clg",NA,2,22.5,9.5,89.5,1,"cloudy/rainy",09:40:00,10:19:00,42.31493,-72.641015,45.5,7.46,16.9,10.1,6.95,128.05,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DM","CERSPA1","species","Ceratopsyche sparna","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche","sparna","Hydropsyche",NA,1,6,"cf","om","clg",NA,2,22.75,20,78,2,"cloudy/rainy",12:08:00,12:30:00,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,128.55,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","CERSPA1","species","Ceratopsyche sparna","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche","sparna","Hydropsyche",NA,9,6,"cf","om","clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,18,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CERSPA1","species","Ceratopsyche sparna","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Hydropsyche","sparna","Hydropsyche",NA,2,6,"cf","om","clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche","emerging adult",1,5,"cf",NA,"clg",NA,2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DM","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche",NA,2,5,"cf",NA,"clg",NA,2,22.75,20,78,2,"cloudy/rainy",12:08:00,12:30:00,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,128.55,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche",NA,15,5,"cf",NA,"clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,30,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche","pupa",1,5,"cf",NA,"clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche",NA,10,5,"cf",NA,"clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,20,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSR","CHESP5","genus","Cheumatopsyche sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Cheumatopsyche",NA,"Cheumatopsyche",NA,10,5,"cf",NA,"clg",NA,2,22.5,9.5,89.5,1,"cloudy/rainy",09:40:00,10:19:00,42.31493,-72.641015,45.5,7.46,16.9,10.1,6.95,128.05,0.5,20,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DM","CHISP7","genus","Chimarra sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Philopotamidae",NA,NA,"Chimarra","obscurra","Chimarra_obscura",NA,1,4,"cf",NA,"clg",NA,2,22.75,20,78,2,"cloudy/rainy",12:08:00,12:30:00,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,128.55,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","CHISP7","genus","Chimarra sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Philopotamidae",NA,NA,"Chimarra","obscurra","Chimarra_obscura",NA,7,4,"cf",NA,"clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,14,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CHISP7","genus","Chimarra sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Philopotamidae",NA,NA,"Chimarra","obscurra","Chimarra_obscura",NA,1,4,"cf",NA,"clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","CHISP7","genus","Chimarra sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Philopotamidae",NA,NA,"Chimarra","obscurra","Chimarra_obscura",NA,3,4,"cf",NA,"clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,6,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","DRUSP","genus","Drunella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella",NA,"Drunella",NA,1,0,"scr",NA,"clg","spr",2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DM","DRUSP","genus","Drunella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella",NA,"Drunella",NA,6,0,"scr",NA,"clg","spr",2,22.75,20,78,2,"cloudy/rainy",12:08:00,12:30:00,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,128.55,0.5,12,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","DRUSP","genus","Drunella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella",NA,"Drunella",NA,4,0,"scr",NA,"clg","spr",2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,8,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","DRUSP","genus","Drunella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella",NA,"Drunella",NA,2,0,"scr",NA,"clg","spr",2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","DRUSP","genus","Drunella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Drunella","walkeri","Drunella",NA,1,0,"scr",NA,"clg","spr",2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","EPESP","genus","Epeorus sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus",NA,"Epeorus",NA,1,0,"scr","cg","clg",NA,2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","EPESP","genus","Epeorus sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus",NA,"Epeorus",NA,4,0,"scr","cg","clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,8,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","EPESP","genus","Epeorus sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus",NA,"Epeorus",NA,3,0,"scr","cg","clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,6,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSR","EPEVIT","species","Epeorus vitreus","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Heptageniidae",NA,NA,"Epeorus","vitreus","Epeorus",NA,1,0,"scr","cg","clg",NA,2,22.5,9.5,89.5,1,"cloudy/rainy",09:40:00,10:19:00,42.31493,-72.641015,45.5,7.46,16.9,10.1,6.95,128.05,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","EPHDOR","speciesGroup","Ephemerella dorothea/excrucians","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","dorothea","Ephemerella",NA,13,1,"cg","scr","clg","sw",2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,26,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","EPHDOR","speciesGroup","Ephemerella dorothea/excrucians","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","dorothea","Ephemerella",NA,9,1,"cg","scr","clg","sw",2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,18,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSR","EPHDOR","speciesGroup","Ephemerella dorothea/excrucians","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella","dorothea","Ephemerella",NA,6,1,"cg","scr","clg","sw",2,22.5,9.5,89.5,1,"cloudy/rainy",09:40:00,10:19:00,42.31493,-72.641015,45.5,7.46,16.9,10.1,6.95,128.05,0.5,12,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","EPHSP4","genus","Ephemerella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella",NA,"Ephemerella",NA,35,1,"cg","scr","clg","sw",2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,70,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DM","EPHSP4","genus","Ephemerella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella",NA,"Ephemerella",NA,10,1,"cg","scr","clg","sw",2,22.75,20,78,2,"cloudy/rainy",12:08:00,12:30:00,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,128.55,0.5,20,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","EPHSP4","genus","Ephemerella sp.","Arthropoda","Hexapoda","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Ephemerella",NA,"Ephemerella",NA,8,1,"cg","scr","clg","sw",2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,16,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","GEOSP3","genus","Georthocladius sp.","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Orthocladiinae",NA,"Georthocladius",NA,"midges","NEW",2,6,"cg",NA,"spr",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","GIRSP","genus","Girardia sp.","Platyhelminthes","Rhabditophora","Trepaxonemata","Neoophora","Dugesiidae",NA,NA,"Girardia",NA,"Girardia",NA,2,6,"prd",NA,"clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSP","GIRSP","genus","Girardia sp.","Platyhelminthes","Rhabditophora","Trepaxonemata","Neoophora","Dugesiidae",NA,NA,"Girardia",NA,"Girardia",NA,1,6,"prd",NA,"clg",NA,2,16.75,7.5,91,1.5,"cloudy/rainy",11:36:00,12:08:00,42.33036,-72.64107,37,7.49,16.9,10.315,7.65,127.325,0.5,2,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","GLOSP1","family","Glossosomatidae sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Glossosomatidae",NA,NA,NA,NA,"unknown_glossosomatid","pupa",2,1,"scr",NA,"clg",NA,2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DFR","GLOSP1","family","Glossosomatidae sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Glossosomatidae",NA,NA,NA,NA,"unknown_glossosomatid","larvae",2,1,"scr",NA,"clg",NA,2,22.5,5,94,1,"cloudy/rainy",10:19:00,11:05:00,42.3151,-72.641135,62,7.48,17,10.23,6.75,127.4,0.5,4,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
2019-05-28,"2019","Summer","Summer 2019","Downstream","Riffle","01DRSU19","Lavender","DSH","GLOSP1","family","Glossosomatidae sp.","Arthropoda","Hexapoda","Insecta","Trichoptera","Glossosomatidae",NA,NA,NA,NA,"unknown_glossosomatid","pupating larvae",3,1,"scr",NA,"clg",NA,2,19.25,17.5,79,3.5,"cloudy/rainy",11:05:00,11:36:00,42.31507,-72.640965,71,7.475,17.1,10.275,10.25,126.65,0.5,6,69.8,384.75,69.5677083333333,66.6,6.17375,6.15
