"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"PARWS_1min","PARPersistenceFailQM","Photosynthetically active radiation quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARPersistencePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARPersistenceNAQM","Photosynthetically active radiation quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARStepFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARStepPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARStepNAQM","Photosynthetically active radiation quality metric that summarizes when the step test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARNullFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARNullPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARNullNAQM","Photosynthetically active radiation quality metric that summarizes when the null test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARGapFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARGapPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARGapNAQM","Photosynthetically active radiation quality metric that summarizes when the gap test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARSpikeFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARSpikePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARSpikeNAQM","Photosynthetically active radiation quality metric that summarizes when the spike test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARValidCalFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARValidCalPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARValidCalNAQM","Photosynthetically active radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARAlphaQM","Photosynthetically active radiation quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARBetaQM","Photosynthetically active radiation quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_1min","PARFinalQF","Photosynthetically active radiation quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","unsigned integer",NA,"basic","integer",NA,NA
"PARWS_1min","PARFinalQFSciRvw","Photosynthetically active radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)","unsigned integer",NA,"expanded","integer",NA,NA
"PARWS_1min","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",NA
"PARWS_30min","domainID","Unique identifier of the NEON domain","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_30min","siteID","NEON site code","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_30min","horizontalPosition","Index of horizontal location at a NEON site","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_30min","verticalPosition","Index of vertical location at a NEON site","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_30min","startDateTime","Date and time at which a sampling is initiated","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm:ss'Z'(floor)",NA,NA
"PARWS_30min","endDateTime","Date and time at which a sampling is completed","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm:ss'Z'(floor)",NA,NA
"PARWS_30min","PARMean","Arithmetic mean of photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_30min","PARMinimum","Minimum photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_30min","PARMaximum","Maximum photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_30min","PARVariance","Variance in photosynthetically active radiation","real","micromolesPerSquareMeterPerSecondSquared","basic","*.##(round)",NA,NA
"PARWS_30min","PARNumPts","Number of points used to calculate the arithmetic mean of photosynthetically active radiation","real","number","basic","integer",NA,NA
"PARWS_30min","PARExpUncert","Expanded uncertainty for photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_30min","PARStdErMean","Standard error of the mean for photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_30min","PARRangeFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARRangePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARRangeNAQM","Photosynthetically active radiation quality metric that summarizes when the range test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARPersistenceFailQM","Photosynthetically active radiation quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARPersistencePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARPersistenceNAQM","Photosynthetically active radiation quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARStepFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARStepPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARStepNAQM","Photosynthetically active radiation quality metric that summarizes when the step test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARNullFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARNullPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARNullNAQM","Photosynthetically active radiation quality metric that summarizes when the null test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARGapFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARGapPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARGapNAQM","Photosynthetically active radiation quality metric that summarizes when the gap test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARSpikeFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARSpikePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARSpikeNAQM","Photosynthetically active radiation quality metric that summarizes when the spike test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARValidCalFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARValidCalPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARValidCalNAQM","Photosynthetically active radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARAlphaQM","Photosynthetically active radiation quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARBetaQM","Photosynthetically active radiation quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_30min","PARFinalQF","Photosynthetically active radiation quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","unsigned integer",NA,"basic","integer",NA,NA
"PARWS_30min","PARFinalQFSciRvw","Photosynthetically active radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)","unsigned integer",NA,"expanded","integer",NA,NA
"PARWS_30min","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",NA
"PARWS_5min","domainID","Unique identifier of the NEON domain","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_5min","siteID","NEON site code","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_5min","horizontalPosition","Index of horizontal location at a NEON site","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_5min","verticalPosition","Index of vertical location at a NEON site","string",NA,"appended by stackByTable",NA,"N",NA
"PARWS_5min","startDateTime","Date and time at which a sampling is initiated","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm:ss'Z'(floor)",NA,NA
"PARWS_5min","endDateTime","Date and time at which a sampling is completed","dateTime",NA,"basic","yyyy-MM-dd'T'HH:mm:ss'Z'(floor)",NA,NA
"PARWS_5min","PARMean","Arithmetic mean of photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_5min","PARMinimum","Minimum photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_5min","PARMaximum","Maximum photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_5min","PARVariance","Variance in photosynthetically active radiation","real","micromolesPerSquareMeterPerSecondSquared","basic","*.##(round)",NA,NA
"PARWS_5min","PARNumPts","Number of points used to calculate the arithmetic mean of photosynthetically active radiation","real","number","basic","integer",NA,NA
"PARWS_5min","PARExpUncert","Expanded uncertainty for photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_5min","PARStdErMean","Standard error of the mean for photosynthetically active radiation","real","micromolesPerSquareMeterPerSecond","basic","*.##(round)",NA,NA
"PARWS_5min","PARRangeFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARRangePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARRangeNAQM","Photosynthetically active radiation quality metric that summarizes when the range test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARPersistenceFailQM","Photosynthetically active radiation quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARPersistencePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARPersistenceNAQM","Photosynthetically active radiation quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARStepFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARStepPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARStepNAQM","Photosynthetically active radiation quality metric that summarizes when the step test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARNullFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARNullPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARNullNAQM","Photosynthetically active radiation quality metric that summarizes when the null test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARGapFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARGapPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARGapNAQM","Photosynthetically active radiation quality metric that summarizes when the gap test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARSpikeFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARSpikePassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARSpikeNAQM","Photosynthetically active radiation quality metric that summarizes when the spike test could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARValidCalFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARValidCalPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARValidCalNAQM","Photosynthetically active radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARAlphaQM","Photosynthetically active radiation quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARBetaQM","Photosynthetically active radiation quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","real","percent","expanded","*.##(round)",NA,NA
"PARWS_5min","PARFinalQF","Photosynthetically active radiation quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","unsigned integer",NA,"basic","integer",NA,NA
"PARWS_5min","PARFinalQFSciRvw","Photosynthetically active radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)","unsigned integer",NA,"expanded","integer",NA,NA
"PARWS_5min","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",NA
