date,year,season,location,sampleID,sampling,sky,startTime,endTime,microhabitat,quadrat,lat,long,alt,depth,pH,wTemp,DO,light,flow,turb,cond,aTemp,notes
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,USU,2,42.3207452,-72.6540589,71,29,7.54,14.5,10.92,99,0.906,12.7,97.3,18.4,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,USH,2,42.3208846,-72.6543096,57,45,7.57,14.5,10.92,35,0.671,9.9,97.4,18.5,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UM,2,42.3193222,-72.6548138,46,36,7.55,14.4,10.94,204,0.537,8.9,100.1,20.3,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UM,1,42.31934,-72.65476,48,41,7.54,14.4,10.92,135,0.442,11,101.2,19.6,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UM,3,42.3193481,-72.6548371,57,38,7.56,14.5,10.94,150,0.444,2.4,101.3,19.6,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UFR,1,42.3192584,-72.6547117,70,40.5,7.53,14.4,10.93,37,0.341,4.7,102.8,19.2,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UFR,2,42.3192945,-72.654645,72,37.5,7.52,14.4,10.93,52,0.297,3.9,103.6,19.1,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,USR,2,42.31917,-72.65488,65,45,7.51,14.4,10.94,76,0.069,2.4,104,20.3,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,UFR,3,42.3193,-72.65462,52,47.5,7.55,14.4,10.93,50,0.036,5.1,104.1,18.6,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,USR,3,42.3191381,-72.6549137,53,43.5,7.53,14.4,10.94,191,0.212,8.8,104.4,20,
10/1/2018,2018,Fall,Upstream,waterQ_FA18UR,water,cloudy,13:50,14:50,USR,1,42.31919,-72.65485,58,36,7.5,14.3,10.94,83,0.269,1.7,105.2,18.4,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DM,2,42.315116,-72.6410273,53,35,7.53,14.8,10.77,17,0.406,3,102.8,16.5,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSH,2,42.3152698,-72.6411181,41,38,7.54,14.8,10.75,6,0.703,4.4,102.9,16.7,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DM,1,42.3151531,-72.6410329,53,38,7.53,14.8,10.76,16,0.499,3.9,103.4,16.5,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DFR,3,42.31508,-72.64111,39,28,7.52,14.8,10.7,15,0.274,4,103.4,17.1,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSH,1,42.315306,-72.6411069,42,34,7.53,14.8,10.7,6,0.544,4.3,103.4,16.7,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSP,2,42.31533,-72.6410269,50,28.5,7.52,14.8,10.76,24,0.52,4,103.6,16.4,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSR,3,42.31498,-72.6410972,45,31,7.52,14.9,10.69,14,0.134,8.6,103.6,17.2,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DFR,2,42.3150429,-72.6411165,42,29,7.52,14.8,10.71,13,0.522,10.2,103.6,17.2,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DM,3,42.31512,-72.6410521,49,43,7.51,14.8,10.77,14,0.459,3,103.7,16.3,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSR,1,42.314924,-72.6410881,47,28,7.36,14.9,10.58,28,0.072,5.2,104,17.3,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSH,3,42.315326,-72.6410925,44,26,7.51,14.8,10.73,6,0.768,5.9,104.2,16.7,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSP,3,42.3152608,-72.6410283,57,32,7.53,14.8,10.76,19,0.82,4.6,104.3,16.5,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSR,2,42.314957,-72.6410952,46,18.5,7.49,14.9,10.67,23,0.206,12.5,104.5,17.3,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DSP,1,42.31528,-72.64104,54,27.5,7.52,14.8,10.76,24,0.525,3.8,105.1,16.6,
10/1/2018,2018,Fall,Downstream,waterQ_FA18DR,water,overcast,15:05,16:00,DFR,1,42.31501,-72.64111,39,29,7.52,14.8,10.7,15,0.207,13.7,106.3,17.1,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,USU,,,,,,7.42,,,,,12.3,92.9,,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,USH,,,,,,7.54,,,,,9.8,93.2,,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,UM,,,,,,7.39,,,,,11.6,97.1,,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,USR,,,,,,7.22,,,,,12.6,100.5,,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,UFR,,,,,,7.49,,,,,11.7,101.3,,
10/2/2018,2018,Fall,Upstream,02URFA18,macros,raining,13:45,14:15,,,,,,,7.42,16.6,10.62,,,,,,
10/4/2018,2018,Fall,Upstream,03URFA18,macros,cloudy?,14:00,15:00,,,,,,,,,,,,,,,
10/11/2018,2018,Fall,Downstream,03DRFA18,macros,raining,8:20,9:30,,,,,,,,,,,,,,,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,9:40,10:19,DSR,2,42.31496,-72.64104,50,21,7.46,17.1,10.1,69,0.121,7.4,127.8,12.6,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,9:40,10:19,DSR,1,42.3149,-72.64099,41,24,7.46,16.7,10.1,59,0.252,6.5,128.3,12.5,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,10:19,11:05,DFR,1,42.31514,-72.64116,66,23.6,7.48,16.8,10.24,57,0.092,5,127.4,14.9,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,10:19,11:05,DFR,2,42.31506,-72.64111,58,21.4,7.48,17.2,10.22,55,0.221,8.5,127.4,14.9,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,11:05,11:36,DSH,1,42.3151,-72.64099,74,17,7.48,17.1,10.29,31,0.615,9.9,125.3,13,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,11:05,11:36,DSH,2,42.31504,-72.64094,68,21.5,7.47,17.1,10.26,44,0.559,10.6,128,12.9,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,11:36,12:08,DSP,1,42.31534,-72.64104,37,11,7.49,16.9,10.31,114,0.448,8.7,127.1,13.3,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,11:36,12:08,DSP,2,42.34538,-72.6411,37,22.5,7.49,16.9,10.32,98,0.191,6.6,127.55,13.3,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,12:08,12:30,DM,1,42.31504,-72.64114,70,25,7.47,16.9,10.27,62,0.284,8,128.1,13,
5/28/2019,2019,Summer,Downstream,01DRSU19,macros,cloudy/rainy,12:08,12:30,DM,2,42.31511,-72.64109,56,20.5,7.47,16.9,10.32,62,0.303,11.8,129,13.2,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,9:41,10:14,USR,2,42.31924,-72.65486,49,26.5,7.53,13.2,11.06,78,0.133,6.9,119.7,14.3,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,9:41,10:14,USR,1,42.31925,-72.65489,62,41.5,7.51,13.2,10.98,51,0.082,5.9,120.6,14.3,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,10:14,10:40,UFR,2,42.31931,-72.65466,41,40.1,7.54,13.3,11.11,38,0.099,4.2,119.7,14.3,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,10:14,10:40,UFR,1,42.31935,-72.65464,61,36.2,7.55,13.3,11.1,41,0.064,4.5,121.9,14.3,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,10:40,11:20,UM,1,42.31939,-72.65484,66,32,7.56,13.4,,129,0.164,6.4,115.8,14.5,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,10:40,11:20,UM,2,42.31933,-72.65474,77,27.5,7.55,13.4,,156,0.486,6.8,117.8,14.8,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,11:20,11:45,USH,2,42.32038,-72.65387,48,32,7.57,13.5,,100,0.415,8.6,107.1,14.8,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,11:20,11:45,USH,1,42.32038,-72.65364,53,53.5,7.58,13.5,,46,0.687,4.5,108.6,15,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,11:45,12:05,USU,1,42.32038,-72.65352,63,25.3,7.58,13.5,,73,0.364,5.7,107,15.2,
5/30/2019,2019,Summer,Upstream,01URSU19,macros,cloudy,11:45,12:05,USU,2,42.32038,-72.65355,67,23,7.56,13.5,,77,0.549,4.5,108.4,14.7,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,9:36,10:00,USR,2,42.3192,-72.65477,58,24.5,7.56,14.4,10.29,127,0.174,5.5,120.5,19.5,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,9:36,10:00,USR,1,42.31929,-72.65486,70,34.2,7.54,14.4,10.25,98,0.072,6,122.9,19.6,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:00,10:24,UFR,1,42.31927,-72.65479,60,38.6,7.57,14.5,10.33,59,0.185,4.7,120.2,19.4,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:00,10:24,UFR,2,42.31933,-72.65472,62,43.9,7.57,14.5,10.38,41,0.128,7.1,121.7,19.3,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:24,10:57,UM,1,42.31937,-72.65486,63,47.8,7.63,14.8,10.43,199,0.515,3.4,116.7,18.5,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:24,10:57,UM,2,42.31937,-72.65486,55,38,7.62,14.8,10.47,362,0.43,4,117.2,19.9,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:57,11:20,USH,2,42.32041,-72.65397,68,31.9,7.63,14.9,10.37,124,0.33,3.9,109.3,19.2,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,10:57,11:20,USH,1,42.32049,-72.65372,58,17.4,7.65,14.9,10.36,126,0.209,2.4,109.6,19.3,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,11:20,23:40,USU,2,42.3204,-72.65356,50,25,7.64,15,10.38,173,0.516,5.4,109.3,19.9,
5/31/2019,2019,Summer,Upstream,02URSU19,macros,mixed sun and cloud,11:20,23:40,USU,1,42.32051,-72.65365,50,12.8,7.65,15,10.35,187,0.113,3.2,109.4,20.2,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,9:39,10:11,DSR,2,42.31503,-72.64114,40,18,7.47,15.8,9.88,63,0.166,6.3,130.4,17,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,9:39,10:11,DSR,1,42.31508,-72.64112,57,31,7.47,15.8,9.87,50,0.144,9,131.5,17,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,10:11,10:30,DFR,2,42.31509,-72.64107,50,30,7.5,16,9.89,168,0.197,6.6,129.7,15.7,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,10:11,10:30,DFR,1,42.3151,-72.64117,44,31.5,7.5,15.9,9.88,877,0.46,7.6,130.5,16,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,10:30,11:05,DM,2,42.31513,-72.64112,57,25,7.49,16,9.83,956,0.186,8.6,129.1,18.4,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,10:30,11:05,DM,1,42.31513,-72.64114,52,32,7.5,15.3,9.8,1075,0.237,5,129.2,18.6,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,11:05,11:32,DSH,1,42.31533,-72.64111,46,21.5,7.52,16.3,9.87,35,0.713,8,129.3,17.8,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,11:05,11:32,DSH,2,42.31533,-72.64112,40,21.5,7.5,16.2,9.86,244,0.083,6.5,129.7,18.1,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,11:32,11:55,DSP,1,42.31545,-72.64118,52,19,7.56,16.3,9.84,1065,0.406,6.7,129,21.2,
6/3/2019,2019,Summer,Downstream,02DRSU19,macros,sunny,11:32,11:55,DSP,2,42.31539,-72.64118,51,25,7.56,16.3,9.84,1130,0.4,7.9,129.6,21.3,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,9:30,10:05,DSR,2,42.31486,-72.64111,33,19.5,7.43,14.5,10.22,51,0.094,7.7,125.5,13.2,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,9:30,10:05,DSR,1,42.31491,-72.64111,40,17,7.44,14.5,10.26,59,0.148,7.4,127,13.2,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:05,10:27,DFR,1,42.31505,-72.64115,50,20.5,7.43,14.6,10.26,80,0.397,5.5,125.3,11.8,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:05,10:27,DFR,2,42.31496,-72.64155,94,25,7.44,14.6,10.26,73,0.442,7,125.5,12,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:27,10:56,DM,2,42.31515,-72.64118,55,30,7.45,14.5,10.23,1022,0.151,6,122.5,14.7,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:27,10:56,DM,1,42.31513,-72.64112,55,18.5,7.44,14.5,10.21,1330,0.151,5.2,126.5,14.7,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:56,11:15,DSH,1,42.31534,-72.64121,47,19,7.47,14.9,10.27,46,0.617,8.7,126.9,17,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,10:56,11:15,DSH,2,42.31533,-72.64116,54,18.5,7.49,14.9,10.26,50,0.342,8,127.4,17.2,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,11:15,11:45,DSP,2,42.31542,-72.6411,44,21.2,7.53,15,10.23,1353,0.126,7.8,125.8,16.3,
6/4/2019,2019,Summer,Downstream,03DRSU19,macros,mixed sun and cloud,11:15,11:45,DSP,1,42.32543,-72.6411,41,14,7.5,15,10.21,1651,0.177,7.5,127.3,17.3,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,9:36,10:02,USR,2,42.31914,-72.65482,40,22.4,7.66,15.1,10.34,169,0.035,4.4,136.8,23.1,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,9:36,10:09,USR,1,42.31925,-72.65486,67,14,7.68,15.1,10.29,156,0.059,3.8,137.7,22.8,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,10:02,10:48,UFR,2,42.31929,-72.65459,60,46,7.71,15.1,10.28,51,0.008,4.9,136.8,20.2,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,10:09,10:48,UFR,1,42.31914,-72.65463,69,29.4,7.7,15.1,10.37,46,0.005,5,136.2,20.9,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,10:48,11:17,UM,2,42.31935,-72.65486,67,25.2,7.75,15.3,10.38,133,0.363,4,132.1,21.1,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,10:48,11:17,UM,1,42.31933,-72.65481,60,24,7.76,15.4,10.36,647,0.09,3.7,132.7,21.2,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,11:17,11:37,USH,1,42.32059,-72.6137,55,31.6,7.76,15.7,10.33,111,0.21,4,120.7,23,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,11:17,11:37,USH,2,42.32048,-72.6537,61,26.5,7.76,15.7,10.3,84,0.14,7.4,121,23.2,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,11:37,12:00,USU,1,42.32039,-72.65357,53,27.6,7.77,15.9,10.26,1212,0.369,4.7,121.9,27.9,
6/5/2019,2019,Summer,Upstream,03URSU19,macros,mixed sun and cloud,11:37,12:00,USU,2,42.32035,-72.65362,48,22.8,7.75,15.9,10.33,1331,0.492,6.7,121.9,27.9,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,13:50,13:52,DSR,1,42.31509,-72.64118,45,19,7.48,16.3,9.85,24,0.138,9.1,131.7,19.1,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,13:52,13:54,DSR,2,42.31511,-72.64119,30,33,7.54,16.2,9.89,25,0.109,8,130.2,18.5,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,13:54,13:56,DSR,3,42.315,-72.64116,33,23.5,7.55,16.2,9.91,26,0.189,8.6,129.6,18.5,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,13:56,13:58,DFR,1,42.31525,-72.6412,42,20.5,7.55,16.2,9.93,28,0.149,6.1,129.1,18.7,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,13:58,14:00,DFR,2,42.31517,-72.64117,47,25,7.55,16.2,9.92,60,0.271,7.1,129.7,18.8,
6/14/2019,2019,Summer,Downstream,waterQ_SU19DR,water,cloudy,14:00,14:02,DFR,3,42.31518,-72.64112,36,23,7.55,16.2,9.92,96,0.288,6.8,129.7,19.2,
