"sampleID","domainID","siteID","collectDate","estimatedTotalCount","acceptedTaxonID","phylum","subphylum","class","subclass","order","family","subfamily","tribe","genus","scientificName","taxonRank","eventID","date","year","habitatType","samplerType","benthicArea","inv_dens","inv_dens_unit","organism_aggr","tolerance","FFG","FFG2"
"ARIK.20140714.KICKNET.3","D10","ARIK",2014-07-14 17:51:00,1,"HELSTA","Annelida","Clitellata","Hirudinea","Hirudinea","Rhynchobdellida","Glossiphoniidae","Haementeriinae",NA,"Helobdella","Helobdella stagnalis","species","ARIK.20140714",2014-07-14,2014,"run","modifiedKicknet",0.25,4,"count per square meter","leeches",6,"prd",NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,20,"CHISP8","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Chironomini","Chironomus","Chironomus sp.","genus","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,3333.33333333333,"count per square meter",NA,10,"cg",NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,40,"MICSP6","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Micropsectra","Micropsectra sp.","genus","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,6666.66666666667,"count per square meter",NA,7,"cf",NA
"ARIK.20140714.KICKNET.3","D10","ARIK",2014-07-14 17:51:00,4,"FOSSP","Mollusca",NA,"Gastropoda",NA,"Basommatophora","Lymnaeidae",NA,NA,"Fossaria","Fossaria sp.","genus","ARIK.20140714",2014-07-14,2014,"run","modifiedKicknet",0.25,16,"count per square meter",NA,6,"scr",NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,1,"COESP","Arthropoda","Hexapoda","Insecta","Pterygota","Odonata","Coenagrionidae",NA,NA,NA,"Coenagrionidae sp.","family","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,166.666666666667,"count per square meter",NA,8,"prd",NA
"ARIK.20140714.KICKNET.3","D10","ARIK",2014-07-14 17:51:00,130,"PISSP2","Mollusca",NA,"Bivalvia","Heterodonta","Veneroida","Pisidiidae",NA,NA,NA,"Pisidiidae sp.","family","ARIK.20140714",2014-07-14,2014,"run","modifiedKicknet",0.25,520,"count per square meter",NA,6,"cf",NA
"ARIK.20140714.KICKNET.3","D10","ARIK",2014-07-14 17:51:00,1,"TROGLA","Arthropoda","Hexapoda","Insecta","Pterygota","Coleoptera","Hydrophilidae","Hydrophilinae","Hydrophilini","Tropisternus","Tropisternus glaber","species","ARIK.20140714",2014-07-14,2014,"run","modifiedKicknet",0.25,4,"count per square meter",NA,NA,NA,NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,20,"TANSP11","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Chironominae","Tanytarsini","Tanytarsus","Tanytarsus sp.","genus","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,3333.33333333333,"count per square meter",NA,6,"cf",NA
"ARIK.20140714.KICKNET.3","D10","ARIK",2014-07-14 17:51:00,5,"ARRSP2","Arthropoda","Chelicerata","Arachnida","Acari","Trombidiformes","Arrenuridae",NA,NA,"Arrenurus","Arrenurus sp.","genus","ARIK.20140714",2014-07-14,2014,"run","modifiedKicknet",0.25,20,"count per square meter",NA,5,"prd",NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,20,"PROSP23","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Chironomidae","Tanypodinae","Procladiini","Procladius","Procladius sp.","genus","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,3333.33333333333,"count per square meter","midges",9,"prd","cg"
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,1,"CALPIC","Arthropoda","Hexapoda","Insecta","Pterygota","Ephemeroptera","Baetidae",NA,NA,"Callibaetis","Callibaetis pictus","species","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,166.666666666667,"count per square meter",NA,NA,NA,NA
"ARIK.20140714.CORER.2","D10","ARIK",2014-07-14 17:51:00,80,"NAISP1","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Tanaidacea","Pseudotanaidae",NA,NA,"Nais","Nais sp.","genus","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,13333.3333333333,"count per square meter",NA,NA,NA,NA
"ARIK.20140714.CORER.1","D10","ARIK",2014-07-14 17:51:00,1,"VELSP","Arthropoda","Hexapoda","Insecta","Pterygota","Hemiptera","Veliidae",NA,NA,NA,"Veliidae sp.","family","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,166.666666666667,"count per square meter",NA,6,"prd",NA
"ARIK.20140714.CORER.3","D10","ARIK",2014-07-14 17:51:00,4,"EPHSP3","Arthropoda","Hexapoda","Insecta","Pterygota","Diptera","Ephydridae",NA,NA,NA,"Ephydridae sp.","family","ARIK.20140714",2014-07-14,2014,"pool","core",0.006,666.666666666667,"count per square meter","unknown_ephydrid",6,"cg","sh"
