"table","fieldName","description","dataType","units","downloadPkg","pubFormat","primaryKey","categoricalCodeName"
"waq_instantaneous","turbidityAlphaQF","Turbidity quality assurance and quality control report for the alturbiditya quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","turbidityBetaQF","Turbidity quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","turbidityFinalQF","Turbidity final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in ATBD (1=fail; 0=pass)","unsigned integer",NA,"basic","integer",NA,NA
"waq_instantaneous","turbidityFinalQFSciRvw","Turbidity final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)","unsigned integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOM","Fluorescent dissolved organic matter concentration as quinine sulfate equivalents","real","quinineSulfateUnit","basic","*.##(round)",NA,NA
"waq_instantaneous","rawCalibratedfDOM","Calibrated fluorescent dissolved organic matter concentration as quinine sulfate equivalents without temperature or absorbance corrections","real","quinineSulfateUnit","basic","*.##(round)",NA,NA
"waq_instantaneous","fDOMExpUncert","Expanded uncertainty for fDOM","real","quinineSulfateUnit","basic","*.##(round)",NA,NA
"waq_instantaneous","fDOMRangeQF","fDOM quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMStepQF","fDOM quality flag for the step test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMNullQF","fDOM quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMGapQF","fDOM quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMSpikeQF","fDOM quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMValidCalQF","Quality flag for the valid calibration check of fDOM detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMSuspectCalQF","Quality flag for the suspect calibration check of fDOM detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMPersistenceQF","fDOM quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMAlphaQF","fDOM quality assurance and quality control report for the alfDOMa quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMBetaQF","fDOM quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run))","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMTempQF","Quality flag indicating that fDOM temperature corrections were applied = 0 or unable to be applied = 1","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMAbsQF","Quality flag indicating that fDOM absorbance corrections were applied = 0; unable to be applied = 1; absorbance values were high = 2; calculated correction factor was 1 (i.e. no absorbance correction was made) = 3","signed integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","fDOMFinalQF","fDOM final quality flag indicating whether a data product has passed or failed an overall assessment of its quality; detailed in ATBD (1=fail; 0=pass)","unsigned integer",NA,"basic","integer",NA,NA
"waq_instantaneous","fDOMFinalQFSciRvw","fDOM final quality flag indicating whether a data product has failed a science review of its quality detailed in NEON.DOC.001113 (2=fail and data redacted, 1=fail but data retained and may be useful with additional corrections or filtering, 0=previous quality concern resolved and final quality flag correctly reflects data quality, Empty=pass/not reviewed)","unsigned integer",NA,"expanded","integer",NA,NA
"waq_instantaneous","buoyNAFlag","Flag indicating that data could not be published due to an error on the buoy (1=fail 0=pass -1=NA (i.e. could not be run))","signed integer",NA,"basic","integer",NA,NA
"waq_instantaneous","spectrumCount","The number of absorbance spectra (AKA SUNA light frames) that were averaged to correct the fDOM and or chla data. Up to 50 light frames will be averaged","integer","number","expanded","integer",NA,NA
"waq_instantaneous","publicationDate","Date of data publication on the NEON data portal","dateTime",NA,"appended by stackByTable",NA,"N",NA
